taxa,FALSE,TRUE,prop
Agaricus bernardii,29457,10,0.0339362676892795
Agyneta saxatilis,29457,10,0.0339362676892795
Allophyes oxyacanthae,29457,10,0.0339362676892795
Amandinea punctata,29457,10,0.0339362676892795
Amara familiaris,29457,10,0.0339362676892795
Amblyteles armatorius,29457,10,0.0339362676892795
Andrena labiata,29457,10,0.0339362676892795
Andricus kollari,29457,10,0.0339362676892795
Arctium nemorosum,29457,10,0.0339362676892795
Arenaria serpyllifolia,29457,10,0.0339362676892795
Argyresthia goedartella,29457,10,0.0339362676892795
Arum italicum,29457,10,0.0339362676892795
Athalia circularis,29457,10,0.0339362676892795
Balclutha punctata,29457,10,0.0339362676892795
Blastobasis lacticolella,29457,10,0.0339362676892795
Buellia ocellata,29457,10,0.0339362676892795
Byturus tomentosus,29457,10,0.0339362676892795
Callitriche stagnalis,29457,10,0.0339362676892795
Campanula persicifolia,29457,10,0.0339362676892795
Carex leporina,29457,10,0.0339362676892795
Cedrus deodara,29457,10,0.0339362676892795
Clubiona corticalis,29457,10,0.0339362676892795
Conocephalum conicum,29457,10,0.0339362676892795
Crepidotus mollis,29457,10,0.0339362676892795
Cyanea capillata,29457,10,0.0339362676892795
Cygnus columbianus,29457,10,0.0339362676892795
Cyperus longus,29457,10,0.0339362676892795
Delia platura,29457,10,0.0339362676892795
Didymodon sinuosus,29457,10,0.0339362676892795
Doronicum pardalianches,29457,10,0.0339362676892795
Eiseniella tetraedra,29457,10,0.0339362676892795
Electrophaes corylata,29457,10,0.0339362676892795
Epilobium tetragonum,29457,10,0.0339362676892795
Equisetum palustre,29457,10,0.0339362676892795
Euonymus fortunei,29457,10,0.0339362676892795
Eupithecia exiguata,29457,10,0.0339362676892795
Eurhynchium striatum,29457,10,0.0339362676892795
Glyphipterix simpliciella,29457,10,0.0339362676892795
Gorytes laticinctus,29457,10,0.0339362676892795
Habrosyne pyritoides,29457,10,0.0339362676892795
Harpalus rufipes,29457,10,0.0339362676892795
Hecatera dysodea,29457,10,0.0339362676892795
Hypericum pulchrum,29457,10,0.0339362676892795
Hyphodontia sambuci,29457,10,0.0339362676892795
Lanice conchilega,29457,10,0.0339362676892795
Larus cachinnans,29457,10,0.0339362676892795
Lehmannia marginata,29457,10,0.0339362676892795
Lithophane leautieri,29457,10,0.0339362676892795
Lucilia sericata,29457,10,0.0339362676892795
Malacosoma neustria,29457,10,0.0339362676892795
Medicago sativa,29457,10,0.0339362676892795
Melanitta fusca,29457,10,0.0339362676892795
Metellina merianae,29457,10,0.0339362676892795
Metzgeria violacea,29457,10,0.0339362676892795
Minettia longipennis,29457,10,0.0339362676892795
Myosotis discolor,29457,10,0.0339362676892795
Myriolecis semipallida,29457,10,0.0339362676892795
Nectaroscordum siculum,29457,10,0.0339362676892795
Nemopoda nitidula,29457,10,0.0339362676892795
Neuroterus numismalis,29457,10,0.0339362676892795
Nicrophorus humator,29457,10,0.0339362676892795
Notodonta dromedarius,29457,10,0.0339362676892795
Notostira elongata,29457,10,0.0339362676892795
Obscuriphantes obscurus,29457,10,0.0339362676892795
Oedothorax gibbosus,29457,10,0.0339362676892795
Ophrys insectifera,29457,10,0.0339362676892795
Orchesella villosa,29457,10,0.0339362676892795
Oxyloma elegans,29457,10,0.0339362676892795
Parasteatoda lunata,29457,10,0.0339362676892795
Parmotrema perlatum,29457,10,0.0339362676892795
Peziza repanda,29457,10,0.0339362676892795
Phoxinus phoxinus,29457,10,0.0339362676892795
Phyllobius pyri,29457,10,0.0339362676892795
Picea sitchensis,29457,10,0.0339362676892795
Pleurotus cornucopiae,29457,10,0.0339362676892795
Pluteus chrysophaeus,29457,10,0.0339362676892795
Pohlia melanodon,29457,10,0.0339362676892795
Polystichum aculeatum,29457,10,0.0339362676892795
Polytrichum formosum,29457,10,0.0339362676892795
Porrhomma pygmaeum,29457,10,0.0339362676892795
Pseudoscleropodium purum,29457,10,0.0339362676892795
Pterophorus pentadactyla,29457,10,0.0339362676892795
Pterostichus strenuus,29457,10,0.0339362676892795
Pyracantha coccinea,29457,10,0.0339362676892795
Rhingia rostrata,29457,10,0.0339362676892795
Rhynchostegiella tenella,29457,10,0.0339362676892795
Rubus caesius,29457,10,0.0339362676892795
Saponaria officinalis,29457,10,0.0339362676892795
Scoliopteryx libatrix,29457,10,0.0339362676892795
Segestria senoculata,29457,10,0.0339362676892795
Silene coronaria,29457,10,0.0339362676892795
Stenodema calcarata,29457,10,0.0339362676892795
Tegenaria domestica,29457,10,0.0339362676892795
Tetragnatha extensa,29457,10,0.0339362676892795
Valerianella locusta,29457,10,0.0339362676892795
Verrucaria viridula,29457,10,0.0339362676892795
Vitrina pellucida,29457,10,0.0339362676892795
Xanthorhoe designata,29457,10,0.0339362676892795
Xanthorhoe ferrugata,29457,10,0.0339362676892795
Zygodon viridissimus,29457,10,0.0339362676892795
Acanthis flammea,29458,9,0.0305426409203516
Aesculus carnea,29458,9,0.0305426409203516
Agabus bipustulatus,29458,9,0.0305426409203516
Agelastica alni,29458,9,0.0305426409203516
Agrotis clavis,29458,9,0.0305426409203516
Allolobophora chlorotica,29458,9,0.0305426409203516
Amanita fulva,29458,9,0.0305426409203516
Annulohypoxylon multiforme,29458,9,0.0305426409203516
Apamea epomidion,29458,9,0.0305426409203516
Aphrodes makarovi,29458,9,0.0305426409203516
Arge ochropus,29458,9,0.0305426409203516
Arion hortensis,29458,9,0.0305426409203516
Ascidia mentula,29458,9,0.0305426409203516
Autographa pulchrina,29458,9,0.0305426409203516
Badister bullatus,29458,9,0.0305426409203516
Berberis darwinii,29458,9,0.0305426409203516
Berberis vulgaris,29458,9,0.0305426409203516
Beris vallata,29458,9,0.0305426409203516
Bombus bohemicus,29458,9,0.0305426409203516
Brachytheciastrum velutinum,29458,9,0.0305426409203516
Bruchus rufimanus,29458,9,0.0305426409203516
Bryotropha terrella,29458,9,0.0305426409203516
Butomus umbellatus,29458,9,0.0305426409203516
Callistege mi,29458,9,0.0305426409203516
Calodromius spilotus,29458,9,0.0305426409203516
Caloplaca teicholyta,29458,9,0.0305426409203516
Campanula portenschlagiana,29458,9,0.0305426409203516
Cantharis decipiens,29458,9,0.0305426409203516
Carcina quercana,29458,9,0.0305426409203516
Charanyca trigrammica,29458,9,0.0305426409203516
Chrysotoxum verralli,29458,9,0.0305426409203516
Claytonia perfoliata,29458,9,0.0305426409203516
Clubiona phragmitis,29458,9,0.0305426409203516
Cobitis taenia,29458,9,0.0305426409203516
Crangonyx pseudogracilis,29458,9,0.0305426409203516
Crepidodera aurea,29458,9,0.0305426409203516
Cylindroiulus punctatus,29458,9,0.0305426409203516
Delia florilega,29458,9,0.0305426409203516
Dicranomyia chorea,29458,9,0.0305426409203516
Dicyphus epilobii,29458,9,0.0305426409203516
Didymodon luridus,29458,9,0.0305426409203516
Eleocharis palustris,29458,9,0.0305426409203516
Entelecara erythropus,29458,9,0.0305426409203516
Entomobrya nicoleti,29458,9,0.0305426409203516
Ero cambridgei,29458,9,0.0305426409203516
Eupithecia linariata,29458,9,0.0305426409203516
Exomias pellucidus,29458,9,0.0305426409203516
Geranium sanguineum,29458,9,0.0305426409203516
Ginkgo biloba,29458,9,0.0305426409203516
Gymnocheta viridis,29458,9,0.0305426409203516
Hedya nubiferana,29458,9,0.0305426409203516
Helvella crispa,29458,9,0.0305426409203516
Herminia grisealis,29458,9,0.0305426409203516
Himacerus mirmicoides,29458,9,0.0305426409203516
Hippophae rhamnoides,29458,9,0.0305426409203516
Hoplodrina ambigua,29458,9,0.0305426409203516
Hydriomena impluviata,29458,9,0.0305426409203516
Hygrocybe pratensis,29458,9,0.0305426409203516
Hypogymnia tubulosa,29458,9,0.0305426409203516
Hypomma bituberculatum,29458,9,0.0305426409203516
Ischnodemus sabuleti,29458,9,0.0305426409203516
Jacobaea erucifolia,29458,9,0.0305426409203516
Lactarius blennius,29458,9,0.0305426409203516
Lasioglossum smeathmanellum,29458,9,0.0305426409203516
Lepidium coronopus,29458,9,0.0305426409203516
Leptosphaeria acuta,29458,9,0.0305426409203516
Leycesteria formosa,29458,9,0.0305426409203516
Liophloeus tessulatus,29458,9,0.0305426409203516
Lithobius forficatus,29458,9,0.0305426409203516
Lullula arborea,29458,9,0.0305426409203516
Lycia hirtaria,29458,9,0.0305426409203516
Lygocoris pabulinus,29458,9,0.0305426409203516
Meconema meridionale,29458,9,0.0305426409203516
Melica uniflora,29458,9,0.0305426409203516
Melilotus albus,29458,9,0.0305426409203516
Milium effusum,29458,9,0.0305426409203516
Myosotis ramosissima,29458,9,0.0305426409203516
Naenia typica,29458,9,0.0305426409203516
Neomyia cornicina,29458,9,0.0305426409203516
Nephrotoma flavipalpis,29458,9,0.0305426409203516
Nigma walckenaeri,29458,9,0.0305426409203516
Notodonta ziczac,29458,9,0.0305426409203516
Nyctalus leisleri,29458,9,0.0305426409203516
Oonops pulcher,29458,9,0.0305426409203516
Orchis mascula,29458,9,0.0305426409203516
Orthotrichum cupulatum,29458,9,0.0305426409203516
Panamomops sulcifrons,29458,9,0.0305426409203516
Parasola leiocephala,29458,9,0.0305426409203516
Parornix devoniella,29458,9,0.0305426409203516
Phosphuga atrata,29458,9,0.0305426409203516
Physconia grisea,29458,9,0.0305426409203516
Phytomyza lappae,29458,9,0.0305426409203516
Pimpinella saxifraga,29458,9,0.0305426409203516
Plagiognathus chrysanthemi,29458,9,0.0305426409203516
Plectrophenax nivalis,29458,9,0.0305426409203516
Pollenia angustigena,29458,9,0.0305426409203516
Protapion trifolii,29458,9,0.0305426409203516
Psylliodes chrysocephala,29458,9,0.0305426409203516
Pterostichus vernalis,29458,9,0.0305426409203516
Pterostoma palpina,29458,9,0.0305426409203516
Puffinus puffinus,29458,9,0.0305426409203516
Pulmonaria officinalis,29458,9,0.0305426409203516
Pulvinaria regalis,29458,9,0.0305426409203516
Punctelia jeckeri,29458,9,0.0305426409203516
Reseda lutea,29458,9,0.0305426409203516
Rhagonycha nigriventris,29458,9,0.0305426409203516
Rhynchostegium riparioides,29458,9,0.0305426409203516
Rinodina oleae,29458,9,0.0305426409203516
Rutilus rutilus,29458,9,0.0305426409203516
Scopula imitaria,29458,9,0.0305426409203516
Sherardia arvensis,29458,9,0.0305426409203516
Sitona suturalis,29458,9,0.0305426409203516
Stigmella microtheriella,29458,9,0.0305426409203516
Tachyporus hypnorum,29458,9,0.0305426409203516
Thlaspi arvense,29458,9,0.0305426409203516
Tipula luna,29458,9,0.0305426409203516
Trapelia placodioides,29458,9,0.0305426409203516
Trifolium micranthum,29458,9,0.0305426409203516
Vasates quadripedes,29458,9,0.0305426409203516
Veronica agrestis,29458,9,0.0305426409203516
Ypsolopha sequella,29458,9,0.0305426409203516
Zygodon conoideus,29458,9,0.0305426409203516
Aceria fraxinivora,29459,8,0.0271490141514236
Acronicta leporina,29459,8,0.0271490141514236
Aequipecten opercularis,29459,8,0.0271490141514236
Agaricus sylvaticus,29459,8,0.0271490141514236
Aglaostigma aucupariae,29459,8,0.0271490141514236
Ailanthus altissima,29459,8,0.0271490141514236
Aira praecox,29459,8,0.0271490141514236
Anabolia nervosa,29459,8,0.0271490141514236
Andrena flavipes,29459,8,0.0271490141514236
Aneura pinguis,29459,8,0.0271490141514236
Anthomyia procellaris,29459,8,0.0271490141514236
Aporophyla lutulenta,29459,8,0.0271490141514236
Arge cyanocrocea,29459,8,0.0271490141514236
Athripsodes aterrimus,29459,8,0.0271490141514236
Aubrieta deltoidea,29459,8,0.0271490141514236
Auricularia mesenterica,29459,8,0.0271490141514236
Bembidion lunulatum,29459,8,0.0271490141514236
Bibio lanigerus,29459,8,0.0271490141514236
Botanophila fugax,29459,8,0.0271490141514236
Brachythecium rivulare,29459,8,0.0271490141514236
Brassica rapa,29459,8,0.0271490141514236
Bryum rubens,29459,8,0.0271490141514236
Bryum ruderale,29459,8,0.0271490141514236
Cabera exanthemata,29459,8,0.0271490141514236
Calocera cornea,29459,8,0.0271490141514236
Calocera pallidospathulata,29459,8,0.0271490141514236
Caloplaca arcis,29459,8,0.0271490141514236
Caloplaca citrina,29459,8,0.0271490141514236
Calvatia gigantea,29459,8,0.0271490141514236
Campyloneura virgula,29459,8,0.0271490141514236
Catapodium rigidum,29459,8,0.0271490141514236
Catillaria chalybeia,29459,8,0.0271490141514236
Chlorociboria aeruginascens,29459,8,0.0271490141514236
Clitocybe fragrans,29459,8,0.0271490141514236
Coccinella undecimpunctata,29459,8,0.0271490141514236
Coenagrion pulchellum,29459,8,0.0271490141514236
Coprinellus disseminatus,29459,8,0.0271490141514236
Cydia ulicetana,29459,8,0.0271490141514236
Cyrnus trimaculatus,29459,8,0.0271490141514236
Cystoderma amianthinum,29459,8,0.0271490141514236
Dactylorhiza praetermissa,29459,8,0.0271490141514236
Demetrias atricapillus,29459,8,0.0271490141514236
Deraeocoris ruber,29459,8,0.0271490141514236
Dicranella varia,29459,8,0.0271490141514236
Dictyna arundinacea,29459,8,0.0271490141514236
Dioctria linearis,29459,8,0.0271490141514236
Diplolepis rosae,29459,8,0.0271490141514236
Dryopteris affinis,29459,8,0.0271490141514236
Eisenia fetida,29459,8,0.0271490141514236
Eptesicus serotinus,29459,8,0.0271490141514236
Equisetum fluviatile,29459,8,0.0271490141514236
Eriophorum angustifolium,29459,8,0.0271490141514236
Eristalis arbustorum,29459,8,0.0271490141514236
Erysiphe alphitoides,29459,8,0.0271490141514236
Eupteryx aurata,29459,8,0.0271490141514236
Euthrix potatoria,29459,8,0.0271490141514236
Fallopia convolvulus,29459,8,0.0271490141514236
Fannia serena,29459,8,0.0271490141514236
Fuchsia magellanica,29459,8,0.0271490141514236
Fuligo septica,29459,8,0.0271490141514236
Gasteruption jaculator,29459,8,0.0271490141514236
Gleditsia triacanthos,29459,8,0.0271490141514236
Glyceria notata,29459,8,0.0271490141514236
Hadena compta,29459,8,0.0271490141514236
Haliplus immaculatus,29459,8,0.0271490141514236
Harpalus affinis,29459,8,0.0271490141514236
Hebeloma sacchariolens,29459,8,0.0271490141514236
Hedera hibernica,29459,8,0.0271490141514236
Helcystogramma rufescens,29459,8,0.0271490141514236
Helina impuncta,29459,8,0.0271490141514236
Helina reversio,29459,8,0.0271490141514236
Helophilus trivittatus,29459,8,0.0271490141514236
Helophorus grandis,29459,8,0.0271490141514236
Hygrocybe conica,29459,8,0.0271490141514236
Hypericum hirsutum,29459,8,0.0271490141514236
Hypericum maculatum,29459,8,0.0271490141514236
Hypoxylon fuscum,29459,8,0.0271490141514236
Inocybe geophylla,29459,8,0.0271490141514236
Isatis tinctoria,29459,8,0.0271490141514236
Kuehneromyces mutabilis,29459,8,0.0271490141514236
Lactarius tabidus,29459,8,0.0271490141514236
Lepthyphantes leprosus,29459,8,0.0271490141514236
Leptobryum pyriforme,29459,8,0.0271490141514236
Leucozona lucorum,29459,8,0.0271490141514236
Limnephilus marmoratus,29459,8,0.0271490141514236
Lonicera pileata,29459,8,0.0271490141514236
Loricera pilicornis,29459,8,0.0271490141514236
Lumbricus castaneus,29459,8,0.0271490141514236
Lycoperdon excipuliforme,29459,8,0.0271490141514236
Magallana gigas,29459,8,0.0271490141514236
Melanelixia fuliginosa,29459,8,0.0271490141514236
Melilotus altissimus,29459,8,0.0271490141514236
Mollisia cinerea,29459,8,0.0271490141514236
Montia fontana,29459,8,0.0271490141514236
Myrmica rubra,29459,8,0.0271490141514236
Mythimna conigera,29459,8,0.0271490141514236
Nabis limbatus,29459,8,0.0271490141514236
Nepa cinerea,29459,8,0.0271490141514236
Nola cucullatella,29459,8,0.0271490141514236
Oxypselaphus obscurus,29459,8,0.0271490141514236
Pardosa prativaga,29459,8,0.0271490141514236
Parornix anglicella,29459,8,0.0271490141514236
Parydra coarctata,29459,8,0.0271490141514236
Pegoplata aestiva,29459,8,0.0271490141514236
Pegoplata infirma,29459,8,0.0271490141514236
Pemphredon lugubris,29459,8,0.0271490141514236
Perizoma alchemillata,29459,8,0.0271490141514236
Phasia pusilla,29459,8,0.0271490141514236
Philine quadripartita,29459,8,0.0271490141514236
Phlebia tremellosa,29459,8,0.0271490141514236
Phoca vitulina,29459,8,0.0271490141514236
Pholcus phalangioides,29459,8,0.0271490141514236
Pholidoptera griseoaptera,29459,8,0.0271490141514236
Phragmidium violaceum,29459,8,0.0271490141514236
Phyllocnistis saligna,29459,8,0.0271490141514236
Phyllonorycter leucographella,29459,8,0.0271490141514236
Phytomyza ranunculi,29459,8,0.0271490141514236
Pimpinella major,29459,8,0.0271490141514236
Pithanus maerkelii,29459,8,0.0271490141514236
Poa compressa,29459,8,0.0271490141514236
Poecilobothrus nobilitatus,29459,8,0.0271490141514236
Pollenia pediculata,29459,8,0.0271490141514236
Pollenia rudis,29459,8,0.0271490141514236
Porrhomma microphthalmum,29459,8,0.0271490141514236
Postia subcaesia,29459,8,0.0271490141514236
Profenusa pygmaea,29459,8,0.0271490141514236
Protoblastenia rupestris,29459,8,0.0271490141514236
Psathyrella laevissima,29459,8,0.0271490141514236
Psathyrella piluliformis,29459,8,0.0271490141514236
Psila fimetaria,29459,8,0.0271490141514236
Psychomyia pusilla,29459,8,0.0271490141514236
Pterostichus niger,29459,8,0.0271490141514236
Ptychoptera albimana,29459,8,0.0271490141514236
Puccinellia distans,29459,8,0.0271490141514236
Pyrausta purpuralis,29459,8,0.0271490141514236
Quercus rubra,29459,8,0.0271490141514236
Raphanus raphanistrum,29459,8,0.0271490141514236
Rhodeus sericeus,29459,8,0.0271490141514236
Rickenella fibula,29459,8,0.0271490141514236
Rickenella swartzii,29459,8,0.0271490141514236
Rosa caesia,29459,8,0.0271490141514236
Russula cyanoxantha,29459,8,0.0271490141514236
Russula pseudointegra,29459,8,0.0271490141514236
Salpingus planirostris,29459,8,0.0271490141514236
Sarcomyxa serotina,29459,8,0.0271490141514236
Sarcophaga carnaria,29459,8,0.0271490141514236
Sarcophaga dissimilis,29459,8,0.0271490141514236
Sargus iridatus,29459,8,0.0271490141514236
Satyrium w-album,29459,8,0.0271490141514236
Scyliorhinus canicula,29459,8,0.0271490141514236
Soleirolia soleirolii,29459,8,0.0271490141514236
Spatula discors,29459,8,0.0271490141514236
Stropharia caerulea,29459,8,0.0271490141514236
Syntrichia laevipila,29459,8,0.0271490141514236
Tadorna ferruginea,29459,8,0.0271490141514236
Tenthredo livida,29459,8,0.0271490141514236
Tenthredo notha,29459,8,0.0271490141514236
Tenthredopsis nassata,29459,8,0.0271490141514236
Tetrix undulata,29459,8,0.0271490141514236
